group_id,pair_index,pair_seed,world_order,world_name,exp_id,status,stage_index,stage_name,agent_count,task_count,attempt_rate,success_rate,help_seek_rate,abandon_rate,negative_feedback_rate,helplessness_delta,day,t,step
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,0,baseline_low_friction,eee5c1f3-98b0-4de7-b18b-f1547de814eb,ok,0,steady,10,388,0.690722,0.350515,0.407216,0.07732,0.340206,31.454445,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,1,high_friction_low_assist,29d90482-15e7-4770-b909-912101e3eb3a,ok,0,steady,10,475,0.374737,0.048421,0.218947,0.122105,0.326316,60.543369,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,2,high_friction_high_assist,08cd38f9-588a-4478-a702-930f8e27f89b,ok,0,steady,10,431,0.587007,0.185615,0.415313,0.141531,0.401392,53.651352,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,3,low_friction_high_assist,7b13d221-3aac-450d-8186-e5c8f7a5a694,ok,0,steady,10,363,0.796143,0.581267,0.454545,0.027548,0.214876,-0.751399,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,0,baseline_low_friction,95b07521-7a36-491c-af16-70e72ec5bf0d,ok,0,steady,10,382,0.719895,0.437173,0.382199,0.073298,0.282723,20.278437,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,1,high_friction_low_assist,5ea17bb8-4211-4e3e-9b85-113f1cd69cf6,ok,0,steady,10,473,0.40592,0.061311,0.230444,0.114165,0.344609,59.558214,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,2,high_friction_high_assist,cc585007-7556-4027-a0fe-7a32ea3ca690,ok,0,steady,10,403,0.605459,0.230769,0.414392,0.136476,0.37469,42.131543,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,3,low_friction_high_assist,d585f336-e5c1-4ad2-aea2-a97228078005,ok,0,steady,10,337,0.866469,0.667656,0.456973,0.026706,0.198813,-10.976459,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,0,baseline_low_friction,7b6873ae-2a43-46dc-8160-7513c05c9eed,ok,0,steady,10,389,0.694087,0.37018,0.372751,0.100257,0.323907,27.346491,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,1,high_friction_low_assist,81e751c1-dc4b-4b86-96d4-2b4d87382e29,ok,0,steady,10,492,0.341463,0.042683,0.172764,0.115854,0.29878,60.895148,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,2,high_friction_high_assist,1271eb2f-9f3f-4413-ae95-a4e196f2904e,ok,0,steady,10,417,0.594724,0.208633,0.402878,0.160671,0.386091,48.278366,10,21601.0,1021601
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,3,low_friction_high_assist,cc69ff28-cc75-4ebd-9dad-5a0c8a21d5ad,ok,0,steady,10,352,0.795455,0.590909,0.448864,0.039773,0.204545,-0.55346,10,21601.0,1021601
