group_id,pair_index,pair_seed,world_order,world_name,exp_id,status,stage_index,stage_name,agent_count,task_count,attempt_rate,success_rate,help_seek_rate,abandon_rate,negative_feedback_rate,helplessness_delta,day,t,step
exp_20260416_allhybrid1,0,101,0,baseline_low_friction,e875c377-6e80-4ef0-a7ac-d2db742b89ac,ok,0,steady,10,269,0.70632,0.375465,0.36803,0.092937,0.330855,22.134875,7,21601.0,721601
exp_20260416_allhybrid1,0,101,1,high_friction_low_assist,d7d29623-b663-4b65-af11-c28c4469f046,ok,0,steady,10,344,0.366279,0.043605,0.194767,0.136628,0.322674,56.137683,7,21601.0,721601
exp_20260416_allhybrid1,0,101,2,high_friction_high_assist,a5a2ccac-816a-4392-806e-f33c98c2cbb6,ok,0,steady,10,275,0.665455,0.287273,0.432727,0.101818,0.378182,33.365662,7,21601.0,721601
exp_20260416_allhybrid1,0,101,3,low_friction_high_assist,d2ebade5-f1ec-44f6-bac3-e7676015edbe,ok,0,steady,10,249,0.799197,0.566265,0.48996,0.040161,0.232932,3.07988,7,21601.0,721601
exp_20260416_allhybrid1,1,201,0,baseline_low_friction,64dc4f1e-1adf-49ce-a593-46dca32b3341,ok,0,steady,10,265,0.735849,0.384906,0.354717,0.101887,0.350943,20.18276,7,21601.0,721601
exp_20260416_allhybrid1,1,201,1,high_friction_low_assist,c3537503-5217-4f05-9bd5-e6f9dea7300f,ok,0,steady,10,324,0.419753,0.037037,0.234568,0.108025,0.382716,55.607645,7,21601.0,721601
exp_20260416_allhybrid1,1,201,2,high_friction_high_assist,95d0fecf-0b4f-4a3a-bd7c-55d45c2351c7,ok,0,steady,10,285,0.607018,0.252632,0.396491,0.126316,0.354386,36.985542,7,21601.0,721601
exp_20260416_allhybrid1,1,201,3,low_friction_high_assist,79631a87-a4da-4178-9b6a-977b3a14abb6,ok,0,steady,10,239,0.845188,0.569038,0.476987,0.041841,0.276151,2.182791,7,21601.0,721601
exp_20260416_allhybrid1,2,301,0,baseline_low_friction,81a7ab95-4d6a-477c-a25e-5bfd9f4d3380,ok,0,steady,10,262,0.729008,0.412214,0.347328,0.103053,0.316794,17.094691,7,21601.0,721601
exp_20260416_allhybrid1,2,301,1,high_friction_low_assist,79f80c50-a8e5-4e15-8c62-c95be347216a,ok,0,steady,10,326,0.411043,0.052147,0.223926,0.122699,0.358896,53.843179,7,21601.0,721601
exp_20260416_allhybrid1,2,301,2,high_friction_high_assist,3aa7b158-854d-4e24-9855-3338627d9d48,ok,0,steady,10,268,0.720149,0.302239,0.477612,0.141791,0.41791,30.245857,7,21601.0,721601
exp_20260416_allhybrid1,2,301,3,low_friction_high_assist,c1635ec6-dfca-4efc-a459-4a076cc2c348,ok,0,steady,10,248,0.818548,0.584677,0.471774,0.044355,0.233871,-0.44958,7,21601.0,721601
