group_id,pair_index,pair_seed,world_order,world_name,exp_name,exp_id,seed,status,return_code,qc_config_match,config_fingerprint,run_meta_path,agent_count,stage_mode,stage_days,stage_count,decision_interval_minutes,decision_intervals_per_day,total_days,opportunities_per_agent,opportunities_total,started_at,finished_at,command
exp_20260511_policy_lite_shadow_10d_60min,0,101,0,baseline_low_friction,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p000_baseline_low_friction_20260511_234823,2876207a-ff55-4ca0-80fa-8574dc46a28b,101,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p000_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-11T23:48:23,2026-05-12T00:05:58,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,0,101,1,high_friction_low_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p000_high_friction_low_assist_20260512_000558,d31b2615-a3b6-40cc-8548-45f9824d8d99,101,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p000_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T00:05:58,2026-05-12T00:23:40,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,0,101,2,high_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p000_high_friction_high_assist_20260512_002340,7a8d78c5-e65a-46e7-ba33-adc24e5a7f79,101,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p000_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-12T00:23:40,2026-05-12T00:41:36,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,0,101,3,low_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p000_low_friction_high_assist_20260512_004136,09a6e3fa-e7fb-4319-8a85-8ce143f5c1b2,101,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p000_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-12T00:41:36,2026-05-12T00:56:56,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,1,201,0,baseline_low_friction,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p001_baseline_low_friction_20260512_005656,eb2ba638-1477-4ff0-87b3-e6b717b99e64,201,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p001_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-12T00:56:56,2026-05-12T01:12:32,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,1,201,1,high_friction_low_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p001_high_friction_low_assist_20260512_011232,e4059d81-82fd-4e66-8d5d-c3a7ede4f901,201,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p001_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T01:12:32,2026-05-12T01:46:00,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,1,201,2,high_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p001_high_friction_high_assist_20260512_014600,93d5c5a5-bf20-474f-878f-83cc818b6143,201,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p001_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-12T01:46:00,2026-05-12T02:01:26,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,1,201,3,low_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p001_low_friction_high_assist_20260512_020126,8fa3a307-b33b-4a83-9b7b-47f2575f8d3c,201,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p001_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-12T02:01:26,2026-05-12T02:14:26,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,2,301,0,baseline_low_friction,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p002_baseline_low_friction_20260512_021426,4e0cf3dc-9167-4cb4-9ba1-132cc6ad80fd,301,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p002_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-12T02:14:26,2026-05-12T02:29:50,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,2,301,1,high_friction_low_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p002_high_friction_low_assist_20260512_022950,721fb22d-4d06-4703-9d32-918cfc9d7ed1,301,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p002_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T02:29:50,2026-05-12T02:45:04,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,2,301,2,high_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p002_high_friction_high_assist_20260512_024504,7089d270-0592-4923-a0b3-74ecbc2974e8,301,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p002_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-12T02:45:04,2026-05-12T03:00:20,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260511_policy_lite_shadow_10d_60min,2,301,3,low_friction_high_assist,digital_friction_parallel_exp_20260511_policy_lite_shadow_10d_60min_p002_low_friction_high_assist_20260512_030020,fe3b611e-e4e7-4476-bb24-fdf441df8774,301,ok,0,1,97d05266a3122580,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260511_policy_lite_shadow_10d_60min_p002_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-12T03:00:20,2026-05-12T03:13:36,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
