group_id,pair_index,pair_seed,world_order,world_name,exp_name,exp_id,seed,status,return_code,qc_config_match,config_fingerprint,run_meta_path,agent_count,stage_mode,stage_days,stage_count,decision_interval_minutes,decision_intervals_per_day,total_days,opportunities_per_agent,opportunities_total,started_at,finished_at,command
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,0,baseline_low_friction,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_baseline_low_friction_20260512_143910,eee5c1f3-98b0-4de7-b18b-f1547de814eb,101,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-12T14:39:10,2026-05-12T14:56:10,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,1,high_friction_low_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_high_friction_low_assist_20260512_145610,29d90482-15e7-4770-b909-912101e3eb3a,101,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T14:56:10,2026-05-12T15:13:49,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,2,high_friction_high_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_high_friction_high_assist_20260512_151349,08cd38f9-588a-4478-a702-930f8e27f89b,101,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-12T15:13:49,2026-05-12T15:32:02,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,0,101,3,low_friction_high_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_low_friction_high_assist_20260512_153202,7b13d221-3aac-450d-8186-e5c8f7a5a694,101,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p000_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-12T15:32:02,2026-05-12T15:48:36,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,0,baseline_low_friction,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_baseline_low_friction_20260512_154836,95b07521-7a36-491c-af16-70e72ec5bf0d,201,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-12T15:48:36,2026-05-12T17:00:24,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,1,high_friction_low_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_high_friction_low_assist_20260512_170024,5ea17bb8-4211-4e3e-9b85-113f1cd69cf6,201,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T17:00:24,2026-05-12T17:18:35,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,2,high_friction_high_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_high_friction_high_assist_20260512_171835,cc585007-7556-4027-a0fe-7a32ea3ca690,201,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-12T17:18:35,2026-05-12T17:36:33,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,1,201,3,low_friction_high_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_low_friction_high_assist_20260512_173633,d585f336-e5c1-4ad2-aea2-a97228078005,201,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p001_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-12T17:36:33,2026-05-12T17:51:35,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,0,baseline_low_friction,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p002_baseline_low_friction_20260512_175135,7b6873ae-2a43-46dc-8160-7513c05c9eed,301,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p002_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-12T17:51:35,2026-05-12T18:09:35,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260512_policy_lite_theory_v2_shadow_10d_60min,2,301,1,high_friction_low_assist,digital_friction_parallel_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p002_high_friction_low_assist_20260512_180935,81e751c1-dc4b-4b86-96d4-2b4d87382e29,301,ok,0,1,032ad5d35b87124b,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260512_policy_lite_theory_v2_shadow_10d_60min_p002_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-12T18:09:35,2026-05-12T18:27:19,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
