group_id,pair_index,pair_seed,world_order,world_name,exp_name,exp_id,seed,status,return_code,qc_config_match,config_fingerprint,run_meta_path,agent_count,stage_mode,stage_days,stage_count,decision_interval_minutes,decision_intervals_per_day,total_days,opportunities_per_agent,opportunities_total,started_at,finished_at,command
exp_20260507_stream_memory_10d_60min,0,101,0,baseline_low_friction,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p000_baseline_low_friction_20260506_232428,4ec5957c-7aa2-47eb-a72c-065f37c53153,101,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p000_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-06T23:24:28,2026-05-06T23:40:52,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,0,101,1,high_friction_low_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p000_high_friction_low_assist_20260506_234052,88ef685b-a592-4655-bbaf-127646b47169,101,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p000_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-06T23:40:52,2026-05-06T23:57:15,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,0,101,2,high_friction_high_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p000_high_friction_high_assist_20260506_235715,57e188d7-2a08-406f-a578-02990de997af,101,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p000_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-06T23:57:15,2026-05-07T00:14:09,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,0,101,3,low_friction_high_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p000_low_friction_high_assist_20260507_001409,91594e96-efe6-4040-b73a-dc3618168660,101,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p000_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-07T00:14:09,2026-05-07T00:29:31,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,1,201,0,baseline_low_friction,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p001_baseline_low_friction_20260507_002931,2155fd45-9f14-428e-bf9c-5a0567ab9d8b,201,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p001_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-07T00:29:31,2026-05-07T00:46:00,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,1,201,1,high_friction_low_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p001_high_friction_low_assist_20260507_004600,a949e4ba-3492-49ec-b59a-bc20110fdb23,201,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p001_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-07T00:46:00,2026-05-07T01:52:26,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,1,201,2,high_friction_high_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p001_high_friction_high_assist_20260507_015226,297178b1-f52b-4e11-9017-7a92a6d21980,201,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p001_w02.json,10,single,10,1,60,24,10,240,2400,2026-05-07T01:52:26,2026-05-07T02:08:44,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,1,201,3,low_friction_high_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p001_low_friction_high_assist_20260507_020844,7c4a4f21-b944-42c8-b0d0-fdad7f700fc3,201,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p001_w03.json,10,single,10,1,60,24,10,240,2400,2026-05-07T02:08:44,2026-05-07T02:22:32,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,2,301,0,baseline_low_friction,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p002_baseline_low_friction_20260507_022232,1ac15c09-bad6-495d-aae4-a5cff96ef678,301,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p002_w00.json,10,single,10,1,60,24,10,240,2400,2026-05-07T02:22:32,2026-05-07T02:38:31,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
exp_20260507_stream_memory_10d_60min,2,301,1,high_friction_low_assist,digital_friction_parallel_exp_20260507_stream_memory_10d_60min_p002_high_friction_low_assist_20260507_023831,33b569a1-6c15-4bf9-b790-877d87036b9c,301,ok,0,1,d0f37b5940c95a04,/Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/analysis/run_meta_exp_20260507_stream_memory_10d_60min_p002_w01.json,10,single,10,1,60,24,10,240,2400,2026-05-07T02:38:31,2026-05-07T02:54:52,/opt/anaconda3/envs/agent_env/bin/python /Users/pifazuoren/Downloads/AgentSociety-main/examples/digital_friction_mvp/main.py
